"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-01-02","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-01-03","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-01-04","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-01-05","0.00","T,,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-01-06","0.01",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-01-07","0.02",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-01-08","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-01-09","0.06",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-01-10","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-01-11","0.04",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-01-12","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-01-13","0.03",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-01-14","0.04",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-01-15","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-01-16","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-01-17","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-01-18","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-01-19","0.01",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-01-20","0.00","T,,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-01-21","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-01-22","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-01-23","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-01-24","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-01-25","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-01-26","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-01-27","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-01-28","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-01-29","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-01-30","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-01-31","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-02-01","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-02-02","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-02-03","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-02-04","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-02-05","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-02-06","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-02-07","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-02-08","0.20",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-02-09","0.10",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-02-10","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-02-11","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-02-12","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-02-13","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-02-14","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-02-15","0.51",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-02-16","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-02-17","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-02-18","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-02-19","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-02-20","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-02-21","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-02-22","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-02-23","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-02-24","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-02-26","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-02-27","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-02-28","0.01",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-02-29","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-03-01","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-03-02","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-03-03","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-03-04","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-03-05","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-03-06","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-03-07","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-03-08","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-03-09","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-03-10","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-03-11","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-03-12","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-03-13","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-03-14","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-03-15","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-03-16","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-03-17","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-03-18","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-03-19","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-03-20","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-03-21","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-03-22","0.18",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-03-23","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-03-24","0.02",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-03-25","0.54",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-03-26","0.61",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-03-27","0.15",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-03-29","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-03-30","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-04-01","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-04-02","0.03",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-04-03","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-04-04","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-04-05","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-04-06","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-04-07","0.03",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-04-08","0.80",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-04-09","0.19",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-04-10","0.01",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-04-11","0.03",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-04-12","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-04-13","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-04-14","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-04-15","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-04-16","0.00","T,,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-04-17","1.80",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-04-18","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-04-19","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-04-20","0.00","T,,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-04-21","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-04-22","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-04-23","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-04-24","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-04-25","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-04-26","0.04",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-04-27","0.57",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-04-28","0.00","T,,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-04-29","0.74",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-04-30","0.01",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-05-01","0.42",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-05-02","0.16",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-05-03","0.16",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-05-04","0.18",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-05-05","0.02",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-05-06","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-05-07","0.28",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-05-08","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-05-09","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-05-10","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-05-11","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-05-12","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-05-13","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-05-14","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-05-15","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-05-16","0.21",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-05-17","0.01",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-05-18","0.19",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-05-19","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-05-20","0.42",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-05-21","0.11",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-05-22","1.50",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-05-23","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-05-24","0.26",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-05-25","0.03",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-05-26","0.00","T,,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-05-27","0.07",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-05-28","0.43",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-05-29","0.00","T,,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-05-30","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-05-31","0.24",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-06-01","1.46",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-06-02","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-06-03","1.38",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-06-04","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-06-05","0.63",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-06-06","0.01",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-06-07","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-06-08","0.02",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-06-09","0.00","T,,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-06-10","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-06-11","0.06",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-06-12","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-06-13","0.89",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-06-14","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-06-15","0.00",",,N","0.0",",,N"
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-06-16","2.47",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-06-17","1.17",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-06-18","0.16",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-06-19","0.07",",,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-06-20","0.00","T,,N",,
"US1MNCV0071","NORWOOD YOUNG AMERICA 5.5 NW, MN US","44.8360458","-93.9879727","302.4","2024-06-21","0.22",",,N",,
